,method,seed,k,epoch,train_test,tp,tn,fp,fn
3343,original and cof,0,5,72,test,20,18,3,1
3344,original and cof,0,5,73,train,173,236,50,113
3345,original and cof,0,5,73,test,20,18,3,1
3346,original and cof,0,5,74,train,173,236,50,113
3347,original and cof,0,5,74,test,20,18,3,1
3348,original and cof,0,5,75,train,173,236,50,113
3349,original and cof,0,5,75,test,20,18,3,1
3350,original and cof,0,5,76,train,173,237,49,113
3351,original and cof,0,5,76,test,20,18,3,1
3352,original and cof,0,5,77,train,172,237,49,114
3353,original and cof,0,5,77,test,20,18,3,1
3354,original and cof,0,5,78,train,172,238,48,114
3355,original and cof,0,5,78,test,20,18,3,1
3356,original and cof,0,5,79,train,172,239,47,114
3357,original and cof,0,5,79,test,20,18,3,1
3358,original and cof,0,5,80,train,172,239,47,114
3359,original and cof,0,5,80,test,20,18,3,1
3360,original and cof,0,5,81,train,172,240,46,114
3361,original and cof,0,5,81,test,20,18,3,1
3362,original and cof,0,5,82,train,172,241,45,114
3363,original and cof,0,5,82,test,20,19,2,1
3364,original and cof,0,5,83,train,170,241,45,116
3365,original and cof,0,5,83,test,20,19,2,1
3366,original and cof,0,5,84,train,170,241,45,116
3367,original and cof,0,5,84,test,20,19,2,1
3368,original and cof,0,5,85,train,170,242,44,116
3369,original and cof,0,5,85,test,20,19,2,1
3370,original and cof,0,5,86,train,170,243,43,116
3371,original and cof,0,5,86,test,20,19,2,1
3372,original and cof,0,5,87,train,170,243,43,116
3373,original and cof,0,5,87,test,20,19,2,1
3374,original and cof,0,5,88,train,170,243,43,116
3375,original and cof,0,5,88,test,20,19,2,1
3376,original and cof,0,5,89,train,170,243,43,116
3377,original and cof,0,5,89,test,20,19,2,1
3378,original and cof,0,5,90,train,170,243,43,116
3379,original and cof,0,5,90,test,20,19,2,1
3380,original and cof,0,5,91,train,170,243,43,116
3381,original and cof,0,5,91,test,20,19,2,1
3382,original and cof,0,5,92,train,170,243,43,116
3383,original and cof,0,5,92,test,20,19,2,1
3384,original and cof,0,5,93,train,171,244,42,115
3385,original and cof,0,5,93,test,20,19,2,1
3386,original and cof,0,5,94,train,171,244,42,115
3387,original and cof,0,5,94,test,20,19,2,1
3388,original and cof,0,5,95,train,171,244,42,115
3389,original and cof,0,5,95,test,20,19,2,1
3390,original and cof,0,5,96,train,171,244,42,115
3391,original and cof,0,5,96,test,20,19,2,1
3392,original and cof,0,5,97,train,171,244,42,115
3393,original and cof,0,5,97,test,20,19,2,1
3394,original and cof,0,5,98,train,174,244,42,112
3395,original and cof,0,5,98,test,20,19,2,1
3396,original and cof,0,5,99,train,175,245,41,111
3397,original and cof,0,5,99,test,20,19,2,1
3398,original and cof,0,5,100,train,175,245,41,111
3399,original and cof,0,5,100,test,20,19,2,1
3400,original and cof,0,5,101,train,176,246,40,110
3401,original and cof,0,5,101,test,20,19,2,1
3402,original and cof,0,5,102,train,176,246,40,110
3403,original and cof,0,5,102,test,20,19,2,1
3404,original and cof,0,5,103,train,176,246,40,110
3405,original and cof,0,5,103,test,20,19,2,1
3406,original and cof,0,5,104,train,176,246,40,110
3407,original and cof,0,5,104,test,20,19,2,1
3408,original and cof,0,5,105,train,176,246,40,110
3409,original and cof,0,5,105,test,20,19,2,1
3410,original and cof,0,5,106,train,176,247,39,110
3411,original and cof,0,5,106,test,20,19,2,1
3412,original and cof,0,5,107,train,176,247,39,110
3413,original and cof,0,5,107,test,20,19,2,1
3414,original and cof,0,5,108,train,176,247,39,110
3415,original and cof,0,5,108,test,20,19,2,1
3416,original and cof,0,5,109,train,176,247,39,110
3417,original and cof,0,5,109,test,20,19,2,1
3418,original and cof,0,5,110,train,176,247,39,110
3419,original and cof,0,5,110,test,20,19,2,1
3420,original and cof,0,5,111,train,177,247,39,109
3421,original and cof,0,5,111,test,20,19,2,1
3422,original and cof,0,5,112,train,177,247,39,109
3423,original and cof,0,5,112,test,20,19,2,1
3424,original and cof,0,5,113,train,177,247,39,109
3425,original and cof,0,5,113,test,20,19,2,1
3426,original and cof,0,5,114,train,178,247,39,108
3427,original and cof,0,5,114,test,20,19,2,1
3428,original and cof,0,5,115,train,178,247,39,108
3429,original and cof,0,5,115,test,20,19,2,1
3430,original and cof,0,5,116,train,178,247,39,108
3431,original and cof,0,5,116,test,20,19,2,1
3432,original and cof,0,5,117,train,180,247,39,106
3433,original and cof,0,5,117,test,20,19,2,1
3434,original and cof,0,5,118,train,181,246,40,105
3435,original and cof,0,5,118,test,20,19,2,1
3436,original and cof,0,5,119,train,181,247,39,105
3437,original and cof,0,5,119,test,20,19,2,1
3438,original and cof,0,5,120,train,185,248,38,101
3439,original and cof,0,5,120,test,20,19,2,1
3440,original and cof,0,5,121,train,186,248,38,100
3441,original and cof,0,5,121,test,20,19,2,1
3442,original and cof,0,5,122,train,186,248,38,100
3443,original and cof,0,5,122,test,20,19,2,1
3444,original and cof,0,5,123,train,186,248,38,100
3445,original and cof,0,5,123,test,20,19,2,1
3446,original and cof,0,5,124,train,186,248,38,100
3447,original and cof,0,5,124,test,20,19,2,1
3448,original and cof,0,5,125,train,186,248,38,100
3449,original and cof,0,5,125,test,20,19,2,1
3450,original and cof,0,5,126,train,186,248,38,100
3451,original and cof,0,5,126,test,20,19,2,1
3452,original and cof,0,5,127,train,188,248,38,98
3453,original and cof,0,5,127,test,20,19,2,1
3454,original and cof,0,5,128,train,188,247,39,98
3455,original and cof,0,5,128,test,20,19,2,1
3456,original and cof,0,5,129,train,188,247,39,98
3457,original and cof,0,5,129,test,20,19,2,1
3458,original and cof,0,5,130,train,188,247,39,98
3459,original and cof,0,5,130,test,20,19,2,1
3460,original and cof,0,5,131,train,189,247,39,97
3461,original and cof,0,5,131,test,20,19,2,1
3462,original and cof,0,5,132,train,189,247,39,97
3463,original and cof,0,5,132,test,20,19,2,1
3464,original and cof,0,5,133,train,189,247,39,97
3465,original and cof,0,5,133,test,20,19,2,1
3466,original and cof,0,5,134,train,189,247,39,97
3467,original and cof,0,5,134,test,20,19,2,1
3468,original and cof,0,5,135,train,189,247,39,97
3469,original and cof,0,5,135,test,20,19,2,1
3470,original and cof,0,5,136,train,189,247,39,97
3471,original and cof,0,5,136,test,20,19,2,1
3472,original and cof,0,5,137,train,189,247,39,97
3473,original and cof,0,5,137,test,20,19,2,1
3474,original and cof,0,5,138,train,190,247,39,96
3475,original and cof,0,5,138,test,20,19,2,1
3476,original and cof,0,5,139,train,190,247,39,96
3477,original and cof,0,5,139,test,20,19,2,1
3478,original and cof,0,5,140,train,190,247,39,96
3479,original and cof,0,5,140,test,19,19,2,2
3480,original and cof,0,5,141,train,190,247,39,96
3481,original and cof,0,5,141,test,19,19,2,2
3482,original and cof,0,5,142,train,193,248,38,93
3483,original and cof,0,5,142,test,19,19,2,2
3484,original and cof,0,5,143,train,193,248,38,93
3485,original and cof,0,5,143,test,19,19,2,2
3486,original and cof,0,5,144,train,195,249,37,91
3487,original and cof,0,5,144,test,19,19,2,2
3488,original and cof,0,5,145,train,199,249,37,87
3489,original and cof,0,5,145,test,19,20,1,2
3490,original and cof,0,5,146,train,199,249,37,87
3491,original and cof,0,5,146,test,19,20,1,2
3492,original and cof,0,5,147,train,199,249,37,87
3493,original and cof,0,5,147,test,19,20,1,2
3494,original and cof,0,5,148,train,199,249,37,87
3495,original and cof,0,5,148,test,19,20,1,2
3496,original and cof,0,5,149,train,200,249,37,86
3497,original and cof,0,5,149,test,19,20,1,2
3498,original and cof,0,5,150,train,202,249,37,84
3499,original and cof,0,5,150,test,19,20,1,2
3500,original and cof,0,5,151,train,203,249,37,83
3501,original and cof,0,5,151,test,19,20,1,2
3502,original and cof,0,5,152,train,204,249,37,82
3503,original and cof,0,5,152,test,19,20,1,2
3504,original and cof,0,5,153,train,204,249,37,82
3505,original and cof,0,5,153,test,19,21,0,2
3506,original and cof,0,5,154,train,206,249,37,80
3507,original and cof,0,5,154,test,19,21,0,2
3508,original and cof,0,5,155,train,206,249,37,80
3509,original and cof,0,5,155,test,19,21,0,2
3510,original and cof,0,5,156,train,207,250,36,79
3511,original and cof,0,5,156,test,19,21,0,2
3512,original and cof,0,5,157,train,207,250,36,79
3513,original and cof,0,5,157,test,19,21,0,2
3514,original and cof,0,5,158,train,209,250,36,77
3515,original and cof,0,5,158,test,19,21,0,2
3516,original and cof,0,5,159,train,210,249,37,76
3517,original and cof,0,5,159,test,19,21,0,2
3518,original and cof,0,5,160,train,210,249,37,76
3519,original and cof,0,5,160,test,19,21,0,2
3520,original and cof,0,5,161,train,211,250,36,75
3521,original and cof,0,5,161,test,19,21,0,2
3522,original and cof,0,5,162,train,212,251,35,74
3523,original and cof,0,5,162,test,20,21,0,1
3524,original and cof,0,5,163,train,212,251,35,74
3525,original and cof,0,5,163,test,20,21,0,1
3526,original and cof,0,5,164,train,214,250,36,72
3527,original and cof,0,5,164,test,20,21,0,1
3528,original and cof,0,5,165,train,214,250,36,72
3529,original and cof,0,5,165,test,20,21,0,1
3530,original and cof,0,5,166,train,214,250,36,72
3531,original and cof,0,5,166,test,20,21,0,1
3532,original and cof,0,5,167,train,216,250,36,70
3533,original and cof,0,5,167,test,20,21,0,1
3534,original and cof,0,5,168,train,216,252,34,70
3535,original and cof,0,5,168,test,20,21,0,1
3536,original and cof,0,5,169,train,216,252,34,70
3537,original and cof,0,5,169,test,20,21,0,1
3538,original and cof,0,5,170,train,219,252,34,67
3539,original and cof,0,5,170,test,20,21,0,1
3540,original and cof,0,5,171,train,219,252,34,67
3541,original and cof,0,5,171,test,20,21,0,1
3542,original and cof,0,5,172,train,221,253,33,65
3543,original and cof,0,5,172,test,20,21,0,1
3544,original and cof,0,5,173,train,222,253,33,64
3545,original and cof,0,5,173,test,20,21,0,1
3546,original and cof,0,5,174,train,222,252,34,64
3547,original and cof,0,5,174,test,20,21,0,1
3548,original and cof,0,5,175,train,222,252,34,64
3549,original and cof,0,5,175,test,20,21,0,1
3550,original and cof,0,5,176,train,222,253,33,64
3551,original and cof,0,5,176,test,20,21,0,1
3552,original and cof,0,5,177,train,223,253,33,63
3553,original and cof,0,5,177,test,20,21,0,1
3554,original and cof,0,5,178,train,223,253,33,63
3555,original and cof,0,5,178,test,20,21,0,1
3556,original and cof,0,5,179,train,224,253,33,62
3557,original and cof,0,5,179,test,20,21,0,1
3558,original and cof,0,5,180,train,224,253,33,62
3559,original and cof,0,5,180,test,20,21,0,1
3560,original and cof,0,5,181,train,225,253,33,61
3561,original and cof,0,5,181,test,20,21,0,1
3562,original and cof,0,5,182,train,225,254,32,61
3563,original and cof,0,5,182,test,20,21,0,1
3564,original and cof,0,5,183,train,226,254,32,60
3565,original and cof,0,5,183,test,20,21,0,1
3566,original and cof,0,5,184,train,226,254,32,60
3567,original and cof,0,5,184,test,20,21,0,1
3568,original and cof,0,5,185,train,226,254,32,60
3569,original and cof,0,5,185,test,20,21,0,1
3570,original and cof,0,5,186,train,228,255,31,58
3571,original and cof,0,5,186,test,20,21,0,1
3572,original and cof,0,5,187,train,229,255,31,57
3573,original and cof,0,5,187,test,20,21,0,1
3574,original and cof,0,5,188,train,232,254,32,54
3575,original and cof,0,5,188,test,20,21,0,1
3576,original and cof,0,5,189,train,233,253,33,53
3577,original and cof,0,5,189,test,20,21,0,1
3578,original and cof,0,5,190,train,235,253,33,51
3579,original and cof,0,5,190,test,20,21,0,1
3580,original and cof,0,5,191,train,237,253,33,49
3581,original and cof,0,5,191,test,20,21,0,1
3582,original and cof,0,5,192,train,237,253,33,49
3583,original and cof,0,5,192,test,20,21,0,1
3584,original and cof,0,5,193,train,237,253,33,49
3585,original and cof,0,5,193,test,20,21,0,1
3586,original and cof,0,5,194,train,237,253,33,49
3587,original and cof,0,5,194,test,20,21,0,1
3588,original and cof,0,5,195,train,237,253,33,49
3589,original and cof,0,5,195,test,20,21,0,1
3590,original and cof,0,5,196,train,237,253,33,49
3591,original and cof,0,5,196,test,20,21,0,1
3592,original and cof,0,5,197,train,237,254,32,49
3593,original and cof,0,5,197,test,20,21,0,1
3594,original and cof,0,5,198,train,239,254,32,47
3595,original and cof,0,5,198,test,20,21,0,1
3596,original and cof,0,5,199,train,239,254,32,47
3597,original and cof,0,5,199,test,20,21,0,1
3598,original and cof,0,5,200,train,239,255,31,47
3599,original and cof,0,5,200,test,20,21,0,1
3600,original and cof,0,5,201,train,239,255,31,47
3601,original and cof,0,5,201,test,20,21,0,1
3602,original and cof,0,5,202,train,240,255,31,46
3603,original and cof,0,5,202,test,20,21,0,1
3604,original and cof,0,5,203,train,240,255,31,46
3605,original and cof,0,5,203,test,20,21,0,1
3606,original and cof,0,5,204,train,240,255,31,46
3607,original and cof,0,5,204,test,20,21,0,1
3608,original and cof,0,5,205,train,240,255,31,46
3609,original and cof,0,5,205,test,20,21,0,1
3610,original and cof,0,5,206,train,240,255,31,46
3611,original and cof,0,5,206,test,20,21,0,1
3612,original and cof,0,5,207,train,243,255,31,43
3613,original and cof,0,5,207,test,20,21,0,1
3614,original and cof,0,5,208,train,245,255,31,41
3615,original and cof,0,5,208,test,20,21,0,1
3616,original and cof,0,5,209,train,245,255,31,41
3617,original and cof,0,5,209,test,20,21,0,1
3618,original and cof,0,5,210,train,245,255,31,41
3619,original and cof,0,5,210,test,20,21,0,1
3620,original and cof,0,5,211,train,245,255,31,41
3621,original and cof,0,5,211,test,20,21,0,1
3622,original and cof,0,5,212,train,245,254,32,41
3623,original and cof,0,5,212,test,20,21,0,1
3624,original and cof,0,5,213,train,245,254,32,41
3625,original and cof,0,5,213,test,20,21,0,1
3626,original and cof,0,5,214,train,245,254,32,41
3627,original and cof,0,5,214,test,20,21,0,1
3628,original and cof,0,5,215,train,245,254,32,41
3629,original and cof,0,5,215,test,20,21,0,1
3630,original and cof,0,5,216,train,245,254,32,41
3631,original and cof,0,5,216,test,20,21,0,1
3632,original and cof,0,5,217,train,245,254,32,41
3633,original and cof,0,5,217,test,20,21,0,1
3634,original and cof,0,5,218,train,245,254,32,41
3635,original and cof,0,5,218,test,20,21,0,1
3636,original and cof,0,5,219,train,246,252,34,40
3637,original and cof,0,5,219,test,20,21,0,1
3638,original and cof,0,5,220,train,245,254,32,41
3639,original and cof,0,5,220,test,20,21,0,1
3640,original and cof,0,5,221,train,248,252,34,38
3641,original and cof,0,5,221,test,20,21,0,1
3642,original and cof,0,5,222,train,245,254,32,41
3643,original and cof,0,5,222,test,20,21,0,1
3644,original and cof,0,5,223,train,250,252,34,36
3645,original and cof,0,5,223,test,20,21,0,1
3646,original and cof,0,5,224,train,245,254,32,41
3647,original and cof,0,5,224,test,20,21,0,1
3648,original and cof,0,5,225,train,250,252,34,36
3649,original and cof,0,5,225,test,20,21,0,1
3650,original and cof,0,5,226,train,245,254,32,41
3651,original and cof,0,5,226,test,20,21,0,1
3652,original and cof,0,5,227,train,250,252,34,36
3653,original and cof,0,5,227,test,20,21,0,1
3654,original and cof,0,5,228,train,245,254,32,41
3655,original and cof,0,5,228,test,20,21,0,1
3656,original and cof,0,5,229,train,251,252,34,35
3657,original and cof,0,5,229,test,20,21,0,1
3658,original and cof,0,5,230,train,245,254,32,41
3659,original and cof,0,5,230,test,20,21,0,1
3660,original and cof,0,5,231,train,251,251,35,35
3661,original and cof,0,5,231,test,20,21,0,1
3662,original and cof,0,5,232,train,245,254,32,41
3663,original and cof,0,5,232,test,20,21,0,1
3664,original and cof,0,5,233,train,251,251,35,35
3665,original and cof,0,5,233,test,20,21,0,1
3666,original and cof,0,5,234,train,245,254,32,41
3667,original and cof,0,5,234,test,20,21,0,1
3668,original and cof,0,5,235,train,253,251,35,33
3669,original and cof,0,5,235,test,20,21,0,1
3670,original and cof,0,5,236,train,245,254,32,41
3671,original and cof,0,5,236,test,20,21,0,1
3672,original and cof,0,5,237,train,253,251,35,33
3673,original and cof,0,5,237,test,20,21,0,1
3674,original and cof,0,5,238,train,245,254,32,41
3675,original and cof,0,5,238,test,20,21,0,1
3676,original and cof,0,5,239,train,253,251,35,33
3677,original and cof,0,5,239,test,20,21,0,1
3678,original and cof,0,5,240,train,245,254,32,41
3679,original and cof,0,5,240,test,20,21,0,1
3680,original and cof,0,5,241,train,253,251,35,33
3681,original and cof,0,5,241,test,20,21,0,1
3682,original and cof,0,5,242,train,246,254,32,40
3683,original and cof,0,5,242,test,20,21,0,1
3684,original and cof,0,5,243,train,253,251,35,33
3685,original and cof,0,5,243,test,20,21,0,1
3686,original and cof,0,5,244,train,247,254,32,39
3687,original and cof,0,5,244,test,20,21,0,1
3688,original and cof,0,5,245,train,255,251,35,31
3689,original and cof,0,5,245,test,20,21,0,1
3690,original and cof,0,5,246,train,247,253,33,39
3691,original and cof,0,5,246,test,20,21,0,1
3692,original and cof,0,5,247,train,255,251,35,31
3693,original and cof,0,5,247,test,20,21,0,1
3694,original and cof,0,5,248,train,250,253,33,36
3695,original and cof,0,5,248,test,20,21,0,1
3696,original and cof,0,5,249,train,255,251,35,31
3697,original and cof,0,5,249,test,20,21,0,1
3698,original and cof,0,5,250,train,251,253,33,35
3699,original and cof,0,5,250,test,20,21,0,1
3700,original and cof,0,5,251,train,255,251,35,31
3701,original and cof,0,5,251,test,20,21,0,1
3702,original and cof,0,5,252,train,251,253,33,35
3703,original and cof,0,5,252,test,20,21,0,1
3704,original and cof,0,5,253,train,255,251,35,31
3705,original and cof,0,5,253,test,20,21,0,1
3706,original and cof,0,5,254,train,251,253,33,35
3707,original and cof,0,5,254,test,20,21,0,1
3708,original and cof,0,5,255,train,256,251,35,30
3709,original and cof,0,5,255,test,20,21,0,1
3710,original and cof,0,5,256,train,251,253,33,35
3711,original and cof,0,5,256,test,20,21,0,1
3712,original and cof,0,5,257,train,256,251,35,30
